ID,Married,Gender,Age,Graduate,Profession,Years_of_Working,Spending_Score,Family_Members,Category,Class(Target)
4665,1,1.0,49,1.0,Entertainment,0.0,Low,1.0,Cat_2,C
4666,1,0.0,52,1.0,Artist,0.0,Low,4.0,Cat_6,C
4667,1,1.0,32,1.0,Healthcare,0.0,Low,4.0,Cat_6,C
4668,1,0.0,45,1.0,Executive,0.0,High,4.0,Cat_6,C
4669,1,1.0,23,0.0,Healthcare,0.0,Low,2.0,Cat_4,B
4670,1,1.0,53,1.0,Artist,2.0,Low,2.0,Cat_2,C
4671,0,,31,,Doctor,9.0,High,2.0,Cat_4,D
4672,1,0.0,27,1.0,Healthcare,2.0,High,3.0,Cat_3,B
4673,0,0.0,28,1.0,Healthcare,10.0,High,2.0,Cat_6,B
4674,0,0.0,37,0.0,Artist,1.0,Low,3.0,Cat_6,C
4675,1,0.0,56,0.0,Artist,0.0,Average,2.0,Cat_6,A
4676,0,0.0,56,1.0,Entertainment,0.0,Average,2.0,Cat_6,C
4677,0,1.0,35,1.0,Artist,1.0,Low,1.0,Cat_6,A
4678,0,1.0,48,0.0,Healthcare,0.0,Low,4.0,Cat_6,A
4679,1,0.0,66,1.0,Executive,0.0,Average,2.0,Cat_6,A
4680,1,1.0,42,1.0,Artist,4.0,Low,2.0,Cat_2,D
4681,0,1.0,26,0.0,Healthcare,1.0,Low,,Cat_5,B
4682,1,0.0,52,1.0,Artist,8.0,Low,3.0,Cat_6,A
4683,0,0.0,75,1.0,Artist,1.0,High,2.0,Cat_6,A
4684,0,0.0,38,1.0,Artist,6.0,Low,2.0,Cat_3,C
4685,0,0.0,68,1.0,Lawyer,0.0,High,2.0,Cat_6,D
4686,1,0.0,62,,Lawyer,0.0,Low,1.0,Cat_6,A
4687,0,0.0,59,0.0,Marketing,1.0,Average,4.0,Cat_1,B
4688,1,1.0,38,1.0,Entertainment,1.0,Low,2.0,Cat_6,D
4689,1,1.0,27,1.0,Healthcare,1.0,Low,3.0,Cat_6,A
4690,0,0.0,51,0.0,Doctor,0.0,Average,3.0,Cat_6,A
4691,0,1.0,53,1.0,Artist,9.0,Low,1.0,Cat_6,C
4692,1,1.0,26,1.0,Healthcare,,Low,3.0,Cat_1,B
4693,1,0.0,41,1.0,Artist,11.0,High,2.0,Cat_6,D
4694,1,0.0,57,1.0,Artist,5.0,Low,2.0,Cat_6,A
4695,1,0.0,62,1.0,,8.0,Average,2.0,Cat_6,A
4696,0,0.0,38,0.0,Entertainment,3.0,Average,3.0,Cat_6,C
4697,0,1.0,33,1.0,Doctor,1.0,Low,3.0,Cat_6,D
4698,0,0.0,45,1.0,Lawyer,0.0,Low,1.0,Cat_6,C
4699,0,0.0,70,1.0,Homemaker,3.0,Low,2.0,Cat_6,C
4700,0,1.0,28,0.0,Engineer,1.0,Low,4.0,Cat_4,D
4701,1,1.0,39,,Entertainment,8.0,Low,4.0,Cat_3,A
4702,0,0.0,52,0.0,Homemaker,4.0,High,3.0,Cat_6,C
4703,0,1.0,51,1.0,Entertainment,0.0,Low,1.0,Cat_6,D
4704,1,0.0,43,0.0,Engineer,0.0,Average,2.0,Cat_1,A
4705,1,0.0,63,1.0,Executive,6.0,High,3.0,Cat_6,B
4706,0,1.0,33,1.0,Engineer,1.0,Low,5.0,Cat_6,B
4707,1,0.0,38,1.0,Doctor,5.0,Low,2.0,Cat_1,D
4708,0,0.0,46,1.0,Artist,3.0,Average,5.0,Cat_6,A
4709,0,0.0,30,0.0,Engineer,1.0,Average,7.0,Cat_4,D
4710,0,1.0,25,0.0,Healthcare,,Low,5.0,Cat_7,B
4711,1,1.0,38,1.0,Entertainment,,Low,4.0,Cat_6,B
4712,1,0.0,48,1.0,Entertainment,6.0,Low,2.0,Cat_7,C
4713,1,0.0,49,1.0,Entertainment,7.0,Average,4.0,Cat_6,A
4714,1,0.0,38,1.0,Executive,0.0,Average,3.0,Cat_6,C
4715,1,1.0,21,0.0,Healthcare,0.0,Low,4.0,,B
4716,0,0.0,63,1.0,Artist,0.0,Low,2.0,Cat_6,D
4717,1,1.0,26,1.0,Homemaker,8.0,Low,2.0,Cat_6,D
4718,0,0.0,42,1.0,Artist,1.0,Average,2.0,Cat_6,A
4719,1,0.0,58,1.0,Doctor,0.0,Average,2.0,Cat_6,A
4720,1,0.0,41,0.0,Doctor,0.0,Average,2.0,Cat_4,D
4721,0,1.0,42,1.0,Artist,0.0,Low,1.0,Cat_6,D
4722,1,1.0,33,1.0,Marketing,0.0,Low,4.0,Cat_2,B
4723,1,0.0,61,1.0,Healthcare,1.0,Low,2.0,Cat_6,D
4724,0,0.0,35,1.0,Entertainment,0.0,Low,4.0,Cat_1,D
4725,0,,56,1.0,Engineer,8.0,Average,3.0,Cat_6,D
4726,1,0.0,52,0.0,Doctor,1.0,Average,4.0,Cat_6,C
4727,0,0.0,50,1.0,Entertainment,7.0,Low,3.0,Cat_6,D
4728,1,0.0,45,1.0,Marketing,9.0,Low,3.0,Cat_6,D
4729,1,0.0,87,1.0,Lawyer,0.0,Low,1.0,Cat_6,C
4730,1,0.0,63,0.0,Entertainment,1.0,Average,,Cat_6,C
4731,0,1.0,29,1.0,Healthcare,3.0,Low,4.0,Cat_2,A
4732,0,0.0,45,1.0,Artist,1.0,Average,3.0,,C
4733,0,0.0,57,1.0,Doctor,0.0,Low,7.0,Cat_7,C
4734,0,1.0,28,1.0,Doctor,1.0,Low,3.0,Cat_3,A
4735,0,1.0,53,1.0,Artist,0.0,Low,2.0,,D
4736,0,1.0,27,0.0,Engineer,0.0,Low,2.0,Cat_6,D
4737,1,0.0,59,1.0,Artist,0.0,Average,2.0,Cat_6,A
4738,1,1.0,23,0.0,Healthcare,0.0,Low,5.0,Cat_4,B
4739,1,1.0,30,0.0,Healthcare,0.0,Low,4.0,Cat_6,C
4740,1,1.0,19,0.0,Healthcare,1.0,Low,9.0,Cat_7,B
4741,0,0.0,37,1.0,Artist,1.0,Average,2.0,Cat_6,A
4742,1,1.0,38,1.0,Artist,8.0,Low,1.0,Cat_6,D
4743,0,,29,0.0,Homemaker,8.0,Low,1.0,Cat_5,B
4744,1,1.0,37,0.0,Healthcare,0.0,Low,5.0,Cat_3,D
4745,0,1.0,27,1.0,Healthcare,,Low,4.0,Cat_6,C
4746,1,0.0,79,1.0,Lawyer,2.0,High,2.0,Cat_6,C
4747,0,1.0,27,1.0,Healthcare,0.0,Low,1.0,Cat_6,D
4748,0,1.0,33,0.0,Engineer,0.0,Low,7.0,Cat_4,D
4749,0,0.0,22,0.0,Engineer,8.0,Average,2.0,Cat_5,A
4750,1,0.0,32,1.0,Doctor,0.0,Average,2.0,Cat_3,B
4751,0,0.0,74,1.0,Lawyer,,Low,,Cat_6,B
4752,0,1.0,33,0.0,Homemaker,7.0,Low,,Cat_6,B
4753,0,1.0,22,0.0,Marketing,0.0,Low,3.0,Cat_4,B
4754,0,0.0,36,1.0,Homemaker,9.0,Low,2.0,Cat_4,A
4755,1,0.0,62,0.0,Artist,0.0,Average,3.0,Cat_6,A
4756,1,0.0,30,0.0,Doctor,11.0,Average,2.0,Cat_3,D
4757,1,1.0,31,1.0,Artist,5.0,Low,1.0,Cat_4,B
4758,1,1.0,32,0.0,Artist,0.0,Low,4.0,Cat_5,B
4759,0,1.0,37,1.0,Artist,12.0,Low,2.0,Cat_6,D
4760,0,1.0,28,1.0,Homemaker,9.0,Low,1.0,Cat_6,B
4761,1,1.0,47,0.0,Artist,3.0,Low,3.0,Cat_5,C
4762,1,1.0,32,1.0,Healthcare,1.0,Low,3.0,Cat_6,A
4763,1,1.0,83,1.0,Lawyer,0.0,Low,1.0,Cat_6,B
4764,1,0.0,74,0.0,Lawyer,8.0,Low,1.0,Cat_6,D
4765,0,0.0,43,1.0,Healthcare,0.0,Average,2.0,Cat_3,D
4766,1,0.0,30,0.0,Doctor,,Average,2.0,Cat_4,D
4767,1,0.0,43,1.0,Artist,1.0,Average,2.0,Cat_6,A
4768,1,0.0,41,1.0,Artist,3.0,Average,3.0,Cat_6,A
4769,0,1.0,42,1.0,Artist,8.0,Low,3.0,Cat_2,A
4770,1,1.0,31,0.0,Healthcare,,Low,,Cat_6,B
4771,1,0.0,60,1.0,Artist,3.0,High,3.0,Cat_6,A
4772,1,1.0,42,1.0,Entertainment,0.0,Low,2.0,Cat_6,C
4773,1,1.0,29,1.0,Healthcare,3.0,Low,3.0,Cat_6,B
4774,0,1.0,53,0.0,Lawyer,1.0,Low,3.0,Cat_6,B
4775,0,0.0,86,1.0,Artist,,Low,4.0,,B
4776,1,0.0,31,1.0,Entertainment,1.0,Average,3.0,Cat_6,D
4777,0,0.0,81,1.0,Lawyer,1.0,Low,1.0,Cat_6,A
4778,1,0.0,51,1.0,Artist,5.0,Average,4.0,Cat_6,A
4779,1,1.0,33,0.0,Doctor,1.0,Low,4.0,Cat_4,A
4780,1,0.0,28,1.0,Artist,0.0,Average,3.0,Cat_6,D
4781,1,1.0,28,1.0,Healthcare,1.0,Low,5.0,Cat_6,B
4782,1,0.0,31,1.0,Artist,,Average,2.0,Cat_2,C
4783,0,0.0,71,1.0,Entertainment,1.0,Average,2.0,Cat_6,C
4784,0,1.0,72,1.0,Artist,1.0,Low,2.0,Cat_2,C
4785,1,0.0,38,0.0,Executive,9.0,High,5.0,Cat_6,C
4786,1,1.0,33,0.0,Marketing,0.0,Low,4.0,Cat_3,A
4787,1,1.0,33,0.0,Healthcare,4.0,Low,3.0,Cat_4,B
4788,0,1.0,26,1.0,Artist,8.0,Low,1.0,Cat_6,B
4789,0,0.0,42,1.0,Artist,,High,3.0,Cat_6,A
4790,0,0.0,53,1.0,Artist,4.0,Average,5.0,Cat_6,A
4791,0,0.0,61,1.0,Engineer,1.0,Average,5.0,Cat_6,C
4792,0,0.0,66,0.0,Engineer,6.0,Average,4.0,Cat_5,C
4793,1,0.0,38,1.0,Entertainment,1.0,Average,3.0,Cat_6,B
4794,0,1.0,29,1.0,Healthcare,3.0,Low,6.0,Cat_6,B
4795,1,0.0,42,0.0,Doctor,5.0,Average,5.0,Cat_6,C
4796,0,1.0,28,0.0,Healthcare,0.0,Low,3.0,Cat_4,C
4797,1,1.0,61,1.0,Artist,1.0,Low,1.0,Cat_6,C
4798,1,0.0,72,1.0,Lawyer,1.0,Low,,Cat_4,B
4799,1,1.0,23,0.0,Healthcare,0.0,Low,3.0,Cat_3,B
4800,1,1.0,26,1.0,Entertainment,7.0,Low,5.0,Cat_5,B
4801,1,0.0,69,0.0,Entertainment,1.0,Average,3.0,Cat_6,B
4802,1,1.0,38,1.0,Entertainment,1.0,Low,2.0,Cat_2,B
4803,0,1.0,26,1.0,Healthcare,0.0,Low,3.0,Cat_6,B
4804,1,0.0,60,1.0,Artist,2.0,Average,5.0,Cat_6,A
4805,1,0.0,66,1.0,Artist,1.0,High,2.0,Cat_6,C
4806,0,0.0,50,1.0,Artist,,High,4.0,Cat_6,A
4807,1,0.0,37,1.0,,0.0,Average,4.0,Cat_6,C
4808,0,1.0,38,1.0,Artist,,Low,1.0,Cat_3,C
4809,1,1.0,35,1.0,Artist,13.0,Low,1.0,Cat_6,C
4810,0,1.0,32,0.0,Healthcare,0.0,Low,4.0,Cat_3,C
4811,0,0.0,57,1.0,Artist,0.0,High,2.0,Cat_6,A
4812,1,0.0,76,0.0,Marketing,1.0,Low,1.0,Cat_4,D
4813,0,0.0,62,0.0,Lawyer,1.0,High,4.0,Cat_4,A
4814,1,0.0,78,0.0,Lawyer,,High,2.0,Cat_6,D
4815,1,1.0,41,1.0,Artist,9.0,Low,1.0,Cat_6,C
4816,1,0.0,59,1.0,Artist,3.0,Average,2.0,Cat_6,C
4817,0,0.0,28,1.0,Doctor,1.0,Average,2.0,Cat_4,D
4818,0,,41,1.0,Marketing,0.0,Low,2.0,Cat_6,B
4819,0,1.0,22,0.0,Healthcare,0.0,Low,4.0,Cat_6,B
4820,0,0.0,69,0.0,Entertainment,1.0,Low,2.0,Cat_3,C
4821,0,1.0,23,0.0,Healthcare,2.0,Low,5.0,Cat_6,B
4822,0,1.0,33,1.0,Artist,1.0,Low,2.0,Cat_6,A
4823,1,0.0,48,1.0,Entertainment,0.0,Low,2.0,Cat_6,B
4824,0,1.0,22,0.0,Engineer,,Low,3.0,Cat_6,B
4825,1,1.0,41,1.0,,2.0,Low,2.0,Cat_2,D
4826,1,0.0,41,1.0,Doctor,9.0,Average,2.0,Cat_6,C
4827,0,,27,1.0,Healthcare,1.0,Low,6.0,Cat_6,A
4828,0,1.0,30,1.0,Healthcare,4.0,Low,4.0,Cat_6,B
4829,1,0.0,49,1.0,Marketing,0.0,Low,5.0,Cat_6,B
4830,1,1.0,25,0.0,Doctor,9.0,Low,4.0,Cat_6,D
4831,1,1.0,33,0.0,Healthcare,1.0,Low,4.0,Cat_6,A
4832,1,0.0,31,1.0,Doctor,0.0,Average,2.0,Cat_6,D
4833,0,1.0,52,1.0,Artist,,Low,1.0,Cat_6,A
4834,0,1.0,36,1.0,Healthcare,1.0,Low,2.0,Cat_6,D
4835,1,1.0,18,0.0,Doctor,0.0,Low,3.0,Cat_6,B
4836,0,0.0,38,0.0,Engineer,1.0,Low,1.0,Cat_4,D
4837,1,0.0,42,0.0,Engineer,1.0,Average,5.0,Cat_3,D
4838,0,1.0,53,1.0,Artist,0.0,Low,1.0,Cat_6,C
4839,1,0.0,31,1.0,Artist,,Low,2.0,Cat_6,D
4840,0,1.0,26,0.0,Homemaker,8.0,Low,1.0,Cat_6,B
4841,1,0.0,69,0.0,Executive,0.0,Average,4.0,Cat_2,B
4842,0,1.0,20,0.0,Healthcare,0.0,Low,,Cat_6,B
4843,1,0.0,71,1.0,Lawyer,1.0,High,3.0,Cat_6,D
4844,0,0.0,31,1.0,Marketing,7.0,High,4.0,Cat_2,D
4845,1,0.0,66,0.0,Lawyer,1.0,Low,,Cat_4,B
4846,1,0.0,40,1.0,Entertainment,9.0,Average,2.0,Cat_6,C
4847,0,1.0,89,1.0,Lawyer,,Low,1.0,Cat_6,B
4848,1,1.0,29,1.0,Healthcare,1.0,Low,4.0,Cat_6,B
4849,1,1.0,33,0.0,Entertainment,0.0,Low,2.0,Cat_6,D
4850,1,0.0,26,0.0,Doctor,8.0,Average,2.0,Cat_6,B
4851,1,0.0,48,1.0,Artist,1.0,Average,3.0,Cat_2,A
4852,0,1.0,42,1.0,Healthcare,0.0,Low,4.0,Cat_6,B
4853,1,0.0,86,1.0,Lawyer,0.0,Low,1.0,Cat_6,A
4854,1,0.0,27,1.0,Artist,6.0,Average,2.0,Cat_6,C
4855,0,1.0,36,0.0,Engineer,14.0,Low,4.0,Cat_6,B
4856,0,0.0,48,1.0,Doctor,1.0,Average,2.0,Cat_2,D
4857,1,0.0,63,1.0,Artist,1.0,Average,3.0,Cat_6,A
4858,1,1.0,20,0.0,Healthcare,,Low,5.0,Cat_3,B
4859,0,0.0,51,1.0,Engineer,1.0,Average,2.0,Cat_6,A
4860,1,1.0,30,1.0,Healthcare,9.0,Low,3.0,Cat_6,B
4861,0,1.0,18,0.0,Healthcare,1.0,Low,3.0,Cat_6,B
4862,0,1.0,22,0.0,Healthcare,0.0,Low,5.0,Cat_6,B
4863,0,0.0,30,1.0,Engineer,8.0,Average,5.0,Cat_4,B
4864,0,1.0,25,0.0,Healthcare,1.0,Low,3.0,Cat_6,C
4865,1,1.0,27,1.0,Entertainment,0.0,Low,4.0,Cat_2,A
4866,1,0.0,38,1.0,Engineer,0.0,Low,2.0,Cat_6,B
4867,0,1.0,39,1.0,Doctor,8.0,Low,2.0,Cat_6,C
4868,1,0.0,57,1.0,Executive,8.0,High,3.0,Cat_6,B
4869,1,0.0,69,1.0,Artist,0.0,Low,1.0,Cat_6,A
4870,1,0.0,36,1.0,Artist,9.0,Average,2.0,Cat_6,A
4871,0,0.0,53,1.0,Artist,1.0,Average,2.0,Cat_6,A
4872,1,0.0,47,0.0,Artist,0.0,Average,5.0,Cat_4,D
4873,0,0.0,32,1.0,Artist,4.0,High,2.0,Cat_6,A
4874,0,0.0,48,1.0,Doctor,0.0,Average,2.0,Cat_6,C
4875,1,0.0,43,0.0,Entertainment,,Average,3.0,Cat_4,B
4876,0,0.0,28,0.0,Doctor,0.0,Average,6.0,Cat_6,D
4877,1,0.0,47,0.0,Entertainment,1.0,Low,2.0,Cat_6,D
4878,1,0.0,35,1.0,Artist,1.0,Average,2.0,Cat_6,C
4879,0,0.0,39,1.0,Artist,0.0,Low,1.0,Cat_1,A
4880,1,0.0,43,0.0,Engineer,0.0,Low,1.0,Cat_6,B
4881,0,0.0,57,1.0,Artist,1.0,High,2.0,Cat_6,A
4882,1,1.0,39,0.0,Entertainment,1.0,Low,1.0,Cat_6,B
4883,1,0.0,86,0.0,Executive,0.0,High,2.0,Cat_6,D
4884,0,1.0,33,1.0,Entertainment,1.0,Low,4.0,Cat_6,C
4885,0,1.0,37,1.0,Marketing,0.0,Low,1.0,Cat_4,B
4886,1,1.0,26,0.0,Healthcare,1.0,Low,4.0,Cat_3,D
4887,1,0.0,87,1.0,Lawyer,1.0,High,2.0,Cat_6,D
4888,0,0.0,73,0.0,Lawyer,1.0,High,3.0,Cat_6,C
4889,0,0.0,61,1.0,Engineer,0.0,Average,2.0,Cat_6,A
4890,1,1.0,33,1.0,Artist,1.0,Low,,Cat_4,B
4891,1,1.0,43,1.0,Doctor,1.0,Low,4.0,Cat_6,D
4892,1,0.0,53,1.0,Executive,6.0,High,3.0,Cat_6,A
4893,0,1.0,28,0.0,Healthcare,1.0,Low,5.0,Cat_7,C
4894,1,0.0,42,1.0,Entertainment,0.0,Average,2.0,Cat_4,D
4895,1,0.0,73,1.0,Artist,0.0,Low,1.0,Cat_6,D
4896,1,0.0,47,1.0,Artist,1.0,Average,2.0,Cat_2,A
4897,0,0.0,46,1.0,Artist,0.0,Low,1.0,Cat_3,C
4898,1,0.0,47,1.0,Executive,0.0,Average,5.0,Cat_2,C
4899,0,0.0,53,1.0,Artist,1.0,Average,3.0,Cat_6,C
4900,1,0.0,66,0.0,Artist,2.0,High,3.0,Cat_6,A
4901,0,1.0,25,1.0,Healthcare,,Low,2.0,Cat_4,D
4902,0,1.0,32,0.0,Engineer,1.0,Low,9.0,Cat_4,B
4903,1,1.0,29,0.0,Healthcare,0.0,Low,3.0,Cat_6,D
4904,1,1.0,29,1.0,Healthcare,,Low,3.0,Cat_6,D
4905,0,0.0,28,1.0,Artist,8.0,Low,4.0,Cat_6,D
4906,0,0.0,33,1.0,Marketing,8.0,High,2.0,Cat_6,B
4907,1,0.0,49,1.0,Artist,,Average,2.0,Cat_6,A
4908,0,0.0,74,0.0,Lawyer,1.0,High,2.0,Cat_6,A
4909,1,1.0,79,0.0,Lawyer,0.0,Low,1.0,Cat_4,B
4910,0,1.0,28,0.0,Healthcare,1.0,Low,2.0,Cat_6,C
4911,0,0.0,35,0.0,Engineer,0.0,High,1.0,Cat_6,D
4912,0,1.0,38,1.0,Doctor,5.0,Low,5.0,Cat_2,D
4913,0,0.0,56,1.0,Artist,1.0,Average,5.0,Cat_6,B
4914,1,1.0,28,0.0,Entertainment,0.0,Low,3.0,Cat_6,D
4915,0,1.0,55,1.0,Marketing,3.0,Low,1.0,Cat_6,C
4916,0,1.0,36,1.0,Artist,1.0,Low,1.0,Cat_6,A
4917,1,1.0,32,1.0,Artist,13.0,Low,3.0,Cat_6,D
4918,0,0.0,74,0.0,Lawyer,0.0,High,2.0,Cat_6,D
4919,1,0.0,60,1.0,Entertainment,0.0,Low,2.0,Cat_3,D
4920,1,1.0,32,0.0,Artist,9.0,Low,4.0,Cat_6,B
4921,0,0.0,38,1.0,Artist,4.0,Low,1.0,Cat_6,C
4922,0,0.0,30,1.0,Homemaker,9.0,Low,2.0,Cat_6,C
4923,0,1.0,30,0.0,Artist,1.0,Low,1.0,Cat_6,C
4924,1,,72,,Lawyer,0.0,High,,Cat_6,D
4925,1,0.0,58,1.0,Artist,9.0,Low,1.0,Cat_6,C
4926,0,1.0,28,1.0,Healthcare,1.0,Low,3.0,Cat_3,B
4927,0,0.0,32,0.0,Artist,0.0,Average,4.0,Cat_6,D
4928,0,0.0,48,0.0,Engineer,0.0,Average,5.0,,A
4929,1,0.0,46,1.0,Executive,1.0,High,5.0,Cat_6,C
4930,1,0.0,38,1.0,Entertainment,,Average,4.0,Cat_3,B
4931,0,1.0,22,0.0,Healthcare,0.0,Low,7.0,Cat_6,B
4932,1,0.0,28,0.0,Doctor,5.0,Low,2.0,Cat_3,B
4933,0,0.0,28,,Homemaker,6.0,Average,3.0,Cat_3,A
4934,1,0.0,37,0.0,Doctor,4.0,Average,2.0,Cat_6,D
4935,1,1.0,30,0.0,Executive,1.0,Low,4.0,Cat_4,B
4936,1,0.0,41,0.0,Artist,8.0,Average,2.0,Cat_6,A
4937,1,1.0,23,0.0,Healthcare,4.0,Low,5.0,Cat_6,B
4938,0,0.0,71,0.0,Engineer,2.0,Low,1.0,Cat_6,C
4939,1,0.0,49,1.0,Executive,1.0,High,4.0,Cat_6,A
4940,1,1.0,39,0.0,Artist,1.0,Low,1.0,Cat_4,B
4941,1,0.0,46,1.0,Artist,0.0,Low,2.0,Cat_6,C
4942,1,0.0,51,1.0,Entertainment,0.0,Low,2.0,Cat_6,D
4943,0,1.0,38,1.0,Homemaker,4.0,Low,1.0,Cat_6,C
4944,1,0.0,81,0.0,Lawyer,1.0,High,2.0,Cat_6,D
4945,1,1.0,31,1.0,Marketing,0.0,Low,2.0,Cat_3,B
4946,1,1.0,33,0.0,Executive,5.0,Low,2.0,Cat_6,D
4947,0,0.0,49,0.0,Engineer,1.0,Low,1.0,Cat_7,D
4948,1,1.0,33,1.0,Homemaker,,Low,1.0,Cat_6,B
4949,1,1.0,46,1.0,Engineer,0.0,Low,3.0,Cat_6,C
4950,1,0.0,36,1.0,Healthcare,3.0,Low,2.0,Cat_6,A
4951,0,0.0,86,0.0,Lawyer,0.0,High,2.0,Cat_6,B
4952,1,0.0,59,0.0,Engineer,1.0,Average,3.0,Cat_6,A
4953,1,1.0,32,0.0,Doctor,9.0,Low,4.0,Cat_3,B
4954,0,0.0,39,1.0,Artist,5.0,Average,2.0,Cat_6,A
4955,1,0.0,84,0.0,Lawyer,,Low,,Cat_6,B
4956,1,1.0,19,0.0,Healthcare,0.0,Low,3.0,Cat_6,B
4957,0,0.0,41,1.0,Artist,9.0,Average,2.0,Cat_6,A
4958,1,0.0,89,1.0,Lawyer,0.0,Low,2.0,Cat_6,B
4959,0,0.0,47,0.0,Engineer,8.0,Low,1.0,Cat_3,D
4960,1,0.0,51,1.0,Entertainment,0.0,High,5.0,Cat_3,D
4961,1,0.0,72,0.0,Engineer,1.0,High,,Cat_6,B
4962,1,1.0,21,0.0,Healthcare,0.0,Low,4.0,Cat_3,B
4963,1,0.0,22,0.0,Executive,1.0,High,3.0,Cat_6,B
4964,1,0.0,37,1.0,Entertainment,1.0,Low,2.0,Cat_3,D
4965,0,0.0,41,1.0,Executive,,High,,Cat_3,D
4966,1,1.0,27,0.0,Entertainment,14.0,Low,3.0,Cat_6,B
4967,0,1.0,38,0.0,Engineer,0.0,Low,3.0,Cat_4,A
4968,1,0.0,31,0.0,Executive,1.0,High,3.0,Cat_6,D
4969,1,1.0,18,0.0,Healthcare,0.0,Low,3.0,Cat_3,B
4970,0,0.0,81,0.0,Lawyer,,High,2.0,Cat_6,C
4971,1,0.0,60,1.0,Entertainment,1.0,Average,3.0,Cat_6,A
4972,0,1.0,31,0.0,Engineer,0.0,Low,2.0,Cat_6,B
4973,0,1.0,30,0.0,Homemaker,3.0,Low,,Cat_3,B
4974,0,1.0,20,0.0,Doctor,1.0,Low,6.0,Cat_6,B
4975,1,1.0,18,0.0,Healthcare,0.0,Low,5.0,Cat_4,B
4976,1,1.0,36,0.0,Marketing,0.0,Low,4.0,Cat_4,C
4977,1,1.0,19,0.0,Healthcare,1.0,Low,3.0,Cat_2,B
4978,1,0.0,65,0.0,Doctor,,Low,1.0,Cat_6,D
4979,1,1.0,39,1.0,Artist,9.0,Low,1.0,Cat_6,D
4980,0,1.0,51,1.0,Artist,1.0,Low,1.0,Cat_6,A
4981,1,1.0,35,,,0.0,Low,,Cat_6,B
4982,0,0.0,39,1.0,Artist,0.0,Low,2.0,Cat_4,C
4983,0,0.0,37,0.0,Engineer,0.0,Average,5.0,Cat_4,D
4984,1,1.0,33,1.0,Artist,8.0,Low,,Cat_5,D
4985,1,0.0,57,1.0,Artist,1.0,Average,5.0,Cat_6,A
4986,0,1.0,73,1.0,Artist,0.0,Low,1.0,Cat_6,A
4987,1,1.0,19,0.0,Healthcare,0.0,Low,4.0,Cat_6,B
4988,1,1.0,21,0.0,Healthcare,0.0,Low,6.0,Cat_3,B
4989,1,1.0,32,0.0,Healthcare,0.0,Low,7.0,Cat_6,B
4990,0,1.0,25,0.0,Doctor,0.0,Low,2.0,Cat_6,C
4991,0,0.0,52,0.0,Engineer,8.0,Average,4.0,Cat_2,C
4992,0,0.0,50,1.0,Artist,4.0,Low,1.0,Cat_6,C
4993,0,1.0,35,1.0,Artist,9.0,Low,1.0,Cat_6,C
4994,1,,47,1.0,Marketing,,High,2.0,Cat_3,B
4995,0,0.0,56,1.0,Artist,,Low,1.0,Cat_6,C
4996,1,0.0,65,1.0,Doctor,1.0,Average,2.0,Cat_6,C
4997,0,0.0,30,0.0,Doctor,1.0,Average,6.0,Cat_6,C
4998,1,0.0,46,1.0,Artist,1.0,Average,5.0,Cat_6,C
4999,0,0.0,42,1.0,Engineer,0.0,Low,3.0,Cat_4,D
5000,0,0.0,38,1.0,Doctor,0.0,Average,2.0,Cat_6,D
5001,0,0.0,46,1.0,Artist,1.0,Average,4.0,Cat_6,A
5002,0,1.0,25,0.0,Engineer,1.0,Low,,Cat_7,B
5003,1,0.0,47,1.0,Artist,1.0,Average,6.0,Cat_2,A
5004,1,0.0,50,0.0,Healthcare,1.0,Low,7.0,Cat_4,C
5005,0,1.0,63,0.0,Entertainment,0.0,Low,1.0,Cat_2,C
5006,1,0.0,67,1.0,Doctor,1.0,Average,4.0,Cat_6,C
5007,1,0.0,30,1.0,Entertainment,1.0,Average,2.0,Cat_3,A
5008,1,0.0,66,1.0,Entertainment,,Average,3.0,Cat_6,A
5009,1,0.0,55,0.0,Executive,3.0,Low,,Cat_4,B
5010,1,0.0,37,1.0,Artist,6.0,Low,2.0,Cat_6,A
5011,0,0.0,75,0.0,Entertainment,2.0,High,2.0,Cat_2,B
5012,1,1.0,26,0.0,Doctor,0.0,Low,2.0,Cat_6,B
5013,0,1.0,38,1.0,Artist,2.0,Low,1.0,,D
5014,0,0.0,38,0.0,Entertainment,6.0,Average,5.0,Cat_2,C
5015,0,1.0,41,1.0,Artist,2.0,Low,1.0,Cat_6,C
5016,1,0.0,51,0.0,Entertainment,7.0,Average,3.0,Cat_6,A
5017,1,1.0,35,1.0,Artist,9.0,Low,2.0,Cat_3,D
5018,0,1.0,28,0.0,Healthcare,,Low,4.0,Cat_4,B
5019,1,1.0,45,1.0,Artist,0.0,Low,4.0,Cat_6,D
5020,1,0.0,41,1.0,Healthcare,0.0,Average,4.0,Cat_4,A
5021,1,0.0,59,0.0,Engineer,0.0,Low,1.0,Cat_6,D
5022,0,0.0,47,0.0,Artist,0.0,Average,5.0,Cat_6,C
5023,0,0.0,37,1.0,Artist,0.0,Low,2.0,Cat_6,A
5024,1,0.0,25,0.0,Engineer,14.0,Low,1.0,Cat_6,B
5025,0,1.0,32,1.0,Healthcare,0.0,Low,1.0,Cat_4,B
5026,0,0.0,86,0.0,Lawyer,,Low,1.0,Cat_6,B
5027,1,0.0,66,1.0,Executive,0.0,Low,1.0,Cat_6,C
5028,1,0.0,41,1.0,Artist,7.0,High,2.0,Cat_3,A
